"sex","height","weight","bmi"
"Female",170,82.4,28.5
"Female",168,64.1,22.7
"Female",149,48,21.6
"Female",166,59.2,21.5
"Female",160,58.2,22.7
"Female",157,53,21.5
"Female",165,64.5,23.7
"Female",173,74.5,24.9
"Female",159,55.8,22.1
"Female",159,57.1,22.6
"Female",168,68.6,24.3
"Female",165,61.5,22.6
"Female",159,62.2,24.6
"Female",163,59,22.2
"Female",169,71.6,25.1
"Female",158,50.7,20.3
"Female",157,49,19.9
"Female",165,60.1,22.1
"Female",156,56.2,23.1
"Female",166,65,23.6
"Female",171,69.8,23.9
"Female",168,70.6,25
"Female",158,55.6,22.3
"Female",160,57.7,22.5
"Female",155,56.6,23.6
"Female",166,70.3,25.5
"Female",173,69.6,23.3
"Female",154,57.5,24.2
"Female",164,61.9,23
"Female",161,63.6,24.5
"Female",171,69.5,23.8
"Female",157,65.1,26.4
"Female",168,68.8,24.4
"Female",159,58.2,23
"Female",169,69.3,24.3
"Female",155,57.7,24
"Female",156,46.8,19.2
"Female",160,55.2,21.6
"Female",161,66,25.5
"Female",164,64.1,23.8
"Female",173,78.7,26.3
"Female",166,68.8,25
"Female",173,73.4,24.5
"Female",163,69.1,26
"Female",173,75.7,25.3
"Female",158,64.4,25.8
"Female",164,61.6,22.9
"Female",164,57.3,21.3
"Female",171,71,24.3
"Female",163,62.3,23.4
"Female",159,62.4,24.7
"Female",169,72.4,25.3
"Female",153,57.3,24.5
"Female",176,75.4,24.3
"Female",159,66.6,26.3
"Female",161,63.8,24.6
"Female",164,64.4,23.9
"Female",160,60.2,23.5
"Female",163,59.7,22.5
"Female",150,50.8,22.6
"Female",168,69.3,24.6
"Female",160,59.9,23.4
"Female",159,51.8,20.5
"Female",159,54.5,21.6
"Female",167,70.6,25.3
"Female",168,78.2,27.7
"Female",161,61.2,23.6
"Female",165,70.2,25.8
"Female",166,45.8,16.6
"Female",166,61.9,22.5
"Female",166,65.3,23.7
"Female",158,62.9,25.2
"Female",168,76.6,27.1
"Female",174,75.1,24.8
"Female",164,62,23.1
"Female",148,53.3,24.3
"Female",156,52.3,21.5
"Female",163,58.7,22.1
"Female",162,63.7,24.3
"Female",164,69.1,25.7
"Female",172,67,22.6
"Female",159,58.4,23.1
"Female",168,65,23
"Female",162,62.7,23.9
"Female",162,60.3,23
"Female",159,57.6,22.8
"Female",165,68.2,25.1
"Female",163,58,21.8
"Female",157,56.7,23
"Female",159,58.2,23
"Female",172,69,23.3
"Female",175,79.1,25.8
"Female",171,70.3,24
"Female",170,66.1,22.9
"Female",154,62,26.1
"Female",153,57.5,24.6
"Female",170,71,24.6
"Female",159,57,22.5
"Female",164,65.5,24.4
"Female",158,50.9,20.4
"Female",158,56.8,22.8
"Female",166,56.9,20.6
"Female",158,52.1,20.9
"Female",184,85.5,25.3
"Female",154,56.5,23.8
"Female",158,50.5,20.2
"Female",148,41.9,19.1
"Female",163,61.5,23.1
"Female",159,59.4,23.5
"Female",171,73.4,25.1
"Female",172,78.6,26.6
"Female",150,45.7,20.3
"Female",158,56.1,22.5
"Female",163,66.5,25
"Female",153,55.1,23.5
"Female",158,61.8,24.8
"Female",166,68.4,24.8
"Female",173,66.8,22.3
"Female",172,72.3,24.4
"Female",163,62.1,23.4
"Female",160,61.7,24.1
"Female",167,62.1,22.3
"Female",165,63.1,23.2
"Female",158,60,24
"Female",162,66,25.1
"Female",155,47.8,19.9
"Female",175,80.2,26.2
"Female",160,67.9,26.5
"Female",160,64.1,25
"Female",154,53.7,22.6
"Female",165,65.4,24
"Female",169,69.3,24.3
"Female",153,58.6,25
"Female",161,56.2,21.7
"Female",161,54.1,20.9
"Female",157,51.1,20.7
"Female",176,76.9,24.8
"Female",159,52.2,20.6
"Female",167,67,24
"Female",175,87.4,28.5
"Female",162,59,22.5
"Female",164,64.9,24.1
"Female",156,48.2,19.8
"Female",159,55.2,21.8
"Female",168,69.5,24.6
"Female",170,67,23.2
"Female",153,50.3,21.5
"Female",168,72.9,25.8
"Female",163,66,24.8
"Female",155,61.3,25.5
"Female",161,61.2,23.6
"Female",173,72.7,24.3
"Female",150,48.9,21.7
"Female",170,60.4,20.9
"Female",162,72.1,27.5
"Female",171,75,25.6
"Female",165,62.6,23
"Female",157,53,21.5
"Female",154,52.3,22.1
"Female",168,69.6,24.7
"Female",169,69.7,24.4
"Female",147,43.7,20.2
"Female",152,50.2,21.7
"Female",157,55.8,22.6
"Female",171,73.2,25
"Female",162,65.3,24.9
"Female",166,57.6,20.9
"Female",157,53.9,21.9
"Female",179,88.8,27.7
"Female",158,50.8,20.3
"Female",178,88.1,27.8
"Female",181,73.6,22.5
"Female",164,54.3,20.2
"Female",176,79,25.5
"Female",154,46.9,19.8
"Female",174,83.5,27.6
"Female",158,63.1,25.3
"Female",161,58.8,22.7
"Female",171,71.8,24.6
"Female",155,52.8,22
"Female",164,63,23.4
"Female",159,65.2,25.8
"Female",148,35.2,16.1
"Female",160,58.1,22.7
"Female",162,60.7,23.1
"Female",170,69.4,24
"Female",157,50,20.3
"Female",168,71.5,25.3
"Female",160,62.6,24.5
"Female",161,59.6,23
"Female",164,67,24.9
"Female",164,66.9,24.9
"Female",174,70.9,23.4
"Female",155,57.3,23.9
"Female",155,52.2,21.7
"Female",160,59.5,23.2
"Female",156,60.8,25
"Female",175,82.3,26.9
"Female",163,63,23.7
"Female",155,60.3,25.1
"Female",161,55.6,21.4
"Female",167,61.6,22.1
"Female",169,63.4,22.2
"Female",166,66.9,24.3
"Female",165,66.5,24.4
"Female",156,59.1,24.3
"Female",166,65.3,23.7
"Female",166,61,22.1
"Female",171,70.2,24
"Female",160,73.2,28.6
"Female",161,56.8,21.9
"Female",165,68.4,25.1
"Female",152,51.1,22.1
"Female",154,47.4,20
"Female",156,58,23.8
"Female",170,65.7,22.7
"Female",173,76.5,25.6
"Female",167,58.5,21
"Female",156,47.4,19.5
"Female",157,55,22.3
"Female",157,53.9,21.9
"Female",154,43.7,18.4
"Female",154,54.5,23
"Female",157,51.3,20.8
"Female",172,73.6,24.9
"Female",159,64.1,25.4
"Female",161,53.9,20.8
"Female",157,61.9,25.1
"Female",156,58,23.8
"Female",159,60.9,24.1
"Female",150,44.6,19.8
"Female",160,58.1,22.7
"Female",151,45.6,20
"Female",170,62.2,21.5
"Female",163,60.7,22.8
"Female",161,55.2,21.3
"Female",165,70.7,26
"Female",171,71.9,24.6
"Female",160,61.6,24.1
"Female",155,59.6,24.8
"Female",156,57.2,23.5
"Female",168,69.7,24.7
"Female",148,50.8,23.2
"Female",149,47,21.2
"Female",160,53.9,21.1
"Female",158,60.6,24.3
"Female",156,57.9,23.8
"Female",157,53.8,21.8
"Female",155,55.6,23.1
"Female",152,48.4,20.9
"Female",143,39.6,19.4
"Female",150,50.3,22.4
"Female",159,58.8,23.3
"Female",152,53.7,23.2
"Female",168,64.9,23
"Female",150,47.6,21.2
"Female",161,57.5,22.2
"Female",173,80.8,27
"Female",160,62.8,24.5
"Female",169,73.4,25.7
"Female",169,74.3,26
"Female",159,58,22.9
"Female",160,56.7,22.1
"Female",173,74,24.7
"Female",156,48.8,20.1
"Female",163,60.9,22.9
"Female",175,69.7,22.8
"Female",159,72.9,28.8
"Female",163,61.3,23.1
"Female",162,57.1,21.8
"Female",155,57.7,24
"Female",161,58.6,22.6
"Female",165,66.4,24.4
"Female",164,66.8,24.8
"Female",151,45.8,20.1
"Female",160,60.4,23.6
"Female",161,61.3,23.6
"Female",163,68.8,25.9
"Female",164,58.1,21.6
"Female",162,72.8,27.7
"Female",171,66.7,22.8
"Female",168,65.2,23.1
"Female",169,76.7,26.9
"Female",161,62.2,24
"Female",164,59.6,22.2
"Female",157,55.9,22.7
"Female",159,55.3,21.9
"Female",173,67.9,22.7
"Female",158,57.3,23
"Female",173,63,21
"Female",165,60.4,22.2
"Female",164,68.7,25.5
"Female",167,61.4,22
"Female",161,63.2,24.4
"Female",159,48.5,19.2
"Female",150,43.4,19.3
"Female",162,65.8,25.1
"Female",158,55.6,22.3
"Female",145,45,21.4
"Female",162,65.2,24.8
"Female",157,54.1,21.9
"Female",173,72.4,24.2
"Female",157,53.6,21.7
"Female",157,54.3,22
"Female",157,54.9,22.3
"Female",156,55.7,22.9
"Female",156,49.5,20.3
"Female",160,56.5,22.1
"Female",165,66.5,24.4
"Female",162,63.9,24.3
"Female",153,45.4,19.4
"Female",167,72.3,25.9
"Female",159,52.6,20.8
"Female",166,73.5,26.7
"Female",155,50.5,21
"Female",151,49,21.5
"Female",159,54.9,21.7
"Female",165,59.7,21.9
"Female",163,65.1,24.5
"Female",159,55.2,21.8
"Female",163,66.3,25
"Female",155,55.9,23.3
"Female",163,62,23.3
"Female",163,70.1,26.4
"Female",156,63.9,26.3
"Female",147,42.8,19.8
"Female",179,79.2,24.7
"Female",176,73.1,23.6
"Female",164,59.6,22.2
"Female",158,59.1,23.7
"Female",171,70.8,24.2
"Female",170,71.1,24.6
"Female",157,46.6,18.9
"Female",172,75.5,25.5
"Female",166,65,23.6
"Female",166,68.2,24.7
"Female",162,54.9,20.9
"Female",154,50.2,21.2
"Female",158,55.4,22.2
"Female",153,56.6,24.2
"Female",164,64.5,24
"Female",153,52.8,22.6
"Female",162,57.5,21.9
"Female",159,59.9,23.7
"Female",150,46.9,20.8
"Female",158,51,20.4
"Female",154,51.8,21.8
"Female",164,57.4,21.3
"Female",167,72.9,26.1
"Female",170,71,24.6
"Female",179,74.4,23.2
"Female",153,43.5,18.6
"Female",161,58,22.4
"Female",151,47.2,20.7
"Female",166,66.2,24
"Female",157,64.6,26.2
"Female",157,59.7,24.2
"Female",153,48.9,20.9
"Female",159,61,24.1
"Female",156,55.8,22.9
"Female",165,69.6,25.6
"Female",170,68.9,23.8
"Female",156,64.1,26.3
"Female",158,66.8,26.8
"Female",162,55.2,21
"Female",156,48.1,19.8
"Female",150,48.1,21.4
"Female",165,69,25.3
"Female",161,61.7,23.8
"Female",165,68.1,25
"Female",169,69.4,24.3
"Female",151,57.6,25.3
"Female",170,76.6,26.5
"Female",169,62.9,22
"Female",166,72,26.1
"Female",162,56.9,21.7
"Female",164,61.4,22.8
"Female",173,69.4,23.2
"Female",154,50.5,21.3
"Female",165,70.2,25.8
"Female",152,56.4,24.4
"Female",170,68.6,23.7
"Female",182,84.2,25.4
"Female",167,65.5,23.5
"Female",172,74.1,25
"Female",161,64.7,25
"Female",156,52.6,21.6
"Female",167,62.3,22.3
"Female",150,50.2,22.3
"Female",161,64.3,24.8
"Female",161,54,20.8
"Female",169,69.1,24.2
"Female",170,73,25.3
"Female",154,52.7,22.2
"Female",164,68.9,25.6
"Female",162,70.2,26.7
"Female",173,69.1,23.1
"Female",166,63.5,23
"Female",161,54.3,20.9
"Female",162,58.3,22.2
"Female",169,73.1,25.6
"Female",169,69.2,24.2
"Female",159,57.4,22.7
"Female",151,52.3,22.9
"Female",158,55.6,22.3
"Female",173,73.2,24.5
"Female",164,72.6,27
"Female",153,54.8,23.4
"Female",156,55.4,22.8
"Female",154,51.2,21.6
"Female",156,62.2,25.6
"Female",166,67.2,24.4
"Female",147,48,22.2
"Female",165,60.9,22.4
"Female",163,67.1,25.3
"Female",161,62.7,24.2
"Female",159,63.8,25.2
"Female",171,76.3,26.1
"Female",164,60.4,22.5
"Female",161,62.7,24.2
"Female",162,62.4,23.8
"Female",155,54.7,22.8
"Female",157,50.1,20.3
"Female",163,55.3,20.8
"Female",154,50,21.1
"Female",171,74.7,25.5
"Female",167,64,22.9
"Female",153,37.3,15.9
"Female",150,41.1,18.3
"Female",173,80.5,26.9
"Female",159,48.1,19
"Female",164,64.5,24
"Female",162,62.6,23.9
"Female",159,54.3,21.5
"Female",169,70.9,24.8
"Female",165,72.9,26.8
"Female",167,62.4,22.4
"Female",168,70.3,24.9
"Female",163,66.8,25.1
"Female",160,60.4,23.6
"Female",159,66.1,26.1
"Female",161,70.5,27.2
"Female",170,75.7,26.2
"Female",169,67.9,23.8
"Female",165,61.4,22.6
"Female",163,65,24.5
"Female",167,72.2,25.9
"Female",169,72.3,25.3
"Female",153,50.4,21.5
"Female",164,62.5,23.2
"Female",166,74.6,27.1
"Female",163,56,21.1
"Female",161,69.5,26.8
"Female",174,69.5,23
"Female",171,79.5,27.2
"Female",167,71.3,25.6
"Female",171,73,25
"Female",166,64.6,23.4
"Female",174,78,25.8
"Female",160,53.2,20.8
"Female",164,60.8,22.6
"Female",171,60.9,20.8
"Female",162,61.5,23.4
"Female",162,63,24
"Female",156,53.1,21.8
"Female",158,62.9,25.2
"Female",162,62.2,23.7
"Female",171,68.6,23.5
"Female",157,51.7,21
"Female",157,55,22.3
"Female",165,74.4,27.3
"Female",152,50.5,21.9
"Female",149,44.7,20.1
"Female",156,59.7,24.5
"Female",169,73,25.6
"Female",172,71.1,24
"Female",168,72.3,25.6
"Female",159,62.7,24.8
"Female",159,51.2,20.3
"Female",154,53.9,22.7
"Female",163,66.9,25.2
"Female",162,63.4,24.2
"Female",154,51.4,21.7
"Female",167,66.8,24
"Female",163,63.3,23.8
"Female",173,64.1,21.4
"Female",156,56.2,23.1
"Female",162,67.2,25.6
"Female",143,35.3,17.3
"Female",155,45.9,19.1
"Female",166,61.2,22.2
"Female",153,53.5,22.9
"Female",166,67.3,24.4
"Female",154,46.4,19.6
"Female",152,50.9,22
"Female",153,44.1,18.8
"Female",162,63.3,24.1
"Female",166,66,24
"Female",156,53,21.8
"Female",168,67.3,23.8
"Female",158,63,25.2
"Female",171,65.7,22.5
"Female",164,59.8,22.2
"Female",166,68.7,24.9
"Female",161,60.3,23.3
"Female",178,81.1,25.6
"Female",154,51.7,21.8
"Female",159,56.6,22.4
"Female",163,62,23.3
"Female",171,70.1,24
"Female",158,54.9,22
"Female",150,59.5,26.4
"Female",148,51.7,23.6
"Female",152,50.3,21.8
"Female",158,59.8,24
"Female",156,55.8,22.9
"Female",169,69.7,24.4
"Female",155,52.7,21.9
"Female",167,72.2,25.9
"Female",153,52.2,22.3
"Female",168,59.5,21.1
"Female",164,58,21.6
"Female",165,58.6,21.5
"Female",162,58.2,22.2
"Female",155,56.5,23.5
"Female",178,80.2,25.3
"Female",164,59.3,22
"Female",170,70.9,24.5
"Female",148,43.1,19.7
"Female",163,70,26.3
"Female",171,74.2,25.4
"Female",170,64.8,22.4
"Female",154,54.4,22.9
"Female",166,60.3,21.9
"Female",152,54.4,23.5
"Female",167,74.9,26.9
"Female",160,61.2,23.9
"Female",156,59.7,24.5
"Female",157,63.3,25.7
"Female",164,62.5,23.2
"Female",145,45.1,21.5
"Female",168,70.4,24.9
"Female",168,68.9,24.4
"Female",168,73.8,26.1
"Female",152,48.8,21.1
"Female",163,55.8,21
"Female",164,66.5,24.7
"Female",179,76,23.7
"Female",172,68.6,23.2
"Female",155,49.2,20.5
"Female",165,51.6,19
"Female",160,58.6,22.9
"Female",160,57.7,22.5
"Female",165,62,22.8
"Female",159,56.4,22.3
"Female",165,69,25.3
"Female",162,60.8,23.2
"Female",177,79.2,25.3
"Female",161,57.5,22.2
"Female",167,64.5,23.1
"Female",157,62,25.2
"Female",151,53.9,23.6
"Female",158,51.8,20.7
"Female",166,66,24
"Female",169,70.7,24.8
"Female",162,66.7,25.4
"Female",153,54.5,23.3
"Female",167,68.9,24.7
"Female",164,62.8,23.3
"Female",166,58.2,21.1
"Female",168,70.3,24.9
"Female",163,61,23
"Female",165,60.9,22.4
"Female",164,66.4,24.7
"Female",152,42.9,18.6
"Female",159,56.4,22.3
"Female",165,65.1,23.9
"Female",160,47.2,18.4
"Female",158,56.3,22.6
"Female",168,64.8,23
"Female",176,66.7,21.5
"Female",156,48.7,20
"Female",153,56.1,24
"Female",175,69.4,22.7
"Female",157,48.7,19.8
"Female",160,64.1,25
"Female",164,59.3,22
"Female",154,63.4,26.7
"Female",170,70.7,24.5
"Female",160,60.6,23.7
"Female",166,54.8,19.9
"Female",165,66.7,24.5
"Female",153,49.1,21
"Female",168,70.1,24.8
"Female",173,73.3,24.5
"Female",162,70,26.7
"Female",157,58.8,23.9
"Female",167,71.5,25.6
"Female",165,64.2,23.6
"Female",159,56,22.2
"Female",163,75.6,28.5
"Female",164,64.9,24.1
"Female",158,60.1,24.1
"Female",173,74.6,24.9
"Female",152,43.4,18.8
"Female",157,53.6,21.7
"Female",177,78.9,25.2
"Female",161,57.4,22.1
"Female",161,69.3,26.7
"Female",159,60.1,23.8
"Female",151,45.9,20.1
"Female",154,45,19
"Female",170,73,25.3
"Female",163,67.2,25.3
"Female",168,68.9,24.4
"Female",163,63,23.7
"Female",160,60.1,23.5
"Female",154,56.4,23.8
"Female",166,63.5,23
"Female",157,62.3,25.3
"Female",155,60,25
"Female",166,66.3,24.1
"Female",166,74.4,27
"Female",165,64.6,23.7
"Female",161,56.1,21.6
"Female",160,57.9,22.6
"Female",157,55.5,22.5
"Female",155,64.2,26.7
"Female",169,76.1,26.6
"Female",177,85.2,27.2
"Female",171,67.4,23
"Female",164,61,22.7
"Female",164,64,23.8
"Female",154,55.4,23.4
"Female",165,71.2,26.2
"Female",163,60.6,22.8
"Female",177,76.1,24.3
"Female",154,53.7,22.6
"Female",166,65.5,23.8
"Female",168,65.7,23.3
"Female",155,53.5,22.3
"Female",162,62.1,23.7
"Female",163,64.2,24.2
"Female",170,67.4,23.3
"Female",163,64.4,24.2
"Female",165,64.8,23.8
"Female",160,58.6,22.9
"Female",164,61.2,22.8
"Female",163,67.4,25.4
"Female",153,52.1,22.3
"Female",158,56.5,22.6
"Female",170,76.5,26.5
"Female",162,61.3,23.4
"Female",165,64.7,23.8
"Female",165,61,22.4
"Female",165,61.7,22.7
"Female",165,69.3,25.5
"Female",160,64.4,25.2
"Female",166,65.7,23.8
"Female",158,66.2,26.5
"Female",155,52.3,21.8
"Female",161,65.2,25.2
"Female",156,53.5,22
"Female",164,60.5,22.5
"Female",171,69.6,23.8
"Female",167,63.3,22.7
"Female",169,65.3,22.9
"Female",161,54.9,21.2
"Female",163,56.9,21.4
"Female",158,60.3,24.2
"Female",157,49.3,20
"Female",161,59.1,22.8
"Female",159,53.3,21.1
"Female",158,61.8,24.8
"Female",151,51.8,22.7
"Female",161,57.2,22.1
"Female",163,70.5,26.5
"Female",174,74.3,24.5
"Female",164,68.1,25.3
"Female",161,54.7,21.1
"Female",155,53.1,22.1
"Female",163,67.8,25.5
"Female",167,67.9,24.3
"Female",163,64.4,24.2
"Female",149,50.6,22.8
"Female",152,53,22.9
"Female",169,73.8,25.8
"Female",157,55.7,22.6
"Female",158,60,24
"Female",156,44,18.1
"Female",178,82.6,26.1
"Female",158,58.5,23.4
"Female",165,63.7,23.4
"Female",163,71.6,26.9
"Female",151,48.9,21.4
"Female",150,48.9,21.7
"Female",168,68.9,24.4
"Female",162,58,22.1
"Female",158,60.6,24.3
"Female",162,65.2,24.8
"Female",168,63.2,22.4
"Female",165,62.1,22.8
"Female",148,47.4,21.6
"Female",158,54.7,21.9
"Female",162,60.9,23.2
"Female",163,66.4,25
"Female",157,60.1,24.4
"Female",165,63.9,23.5
"Female",170,70.2,24.3
"Female",174,72.8,24
"Female",165,69.1,25.4
"Female",181,82.6,25.2
"Female",176,84.7,27.3
"Female",158,59,23.6
"Female",160,58.6,22.9
"Female",171,71.9,24.6
"Female",153,55.2,23.6
"Female",160,64.4,25.2
"Female",175,81.5,26.6
"Female",161,58.7,22.6
"Female",159,59.9,23.7
"Female",162,62.5,23.8
"Female",170,72.2,25
"Female",164,68.8,25.6
"Female",152,51.2,22.2
"Female",151,50.7,22.2
"Female",172,62.8,21.2
"Female",157,50.9,20.6
"Female",161,61.6,23.8
"Female",167,77.5,27.8
"Female",176,75,24.2
"Female",165,65.2,23.9
"Female",171,73,25
"Female",157,51,20.7
"Female",168,73.1,25.9
"Female",156,52,21.4
"Female",156,50.8,20.9
"Female",168,70.8,25.1
"Female",158,59.9,24
"Female",163,68.6,25.8
"Female",150,47.4,21.1
"Female",163,67.7,25.5
"Female",172,77.5,26.2
"Female",156,63.1,25.9
"Female",167,63.7,22.8
"Female",155,50.6,21.1
"Female",168,60.8,21.5
"Female",158,56.9,22.8
"Female",163,66.2,24.9
"Female",152,54.1,23.4
"Female",159,57.1,22.6
"Female",156,58.4,24
"Female",162,62.1,23.7
"Female",165,66.5,24.4
"Female",157,52.1,21.1
"Female",176,79.2,25.6
"Female",165,65.4,24
"Female",158,57,22.8
"Female",166,66.6,24.2
"Female",163,62.4,23.5
"Female",156,54.3,22.3
"Female",148,43.4,19.8
"Female",159,56.1,22.2
"Female",164,55.8,20.7
"Female",162,53.9,20.5
"Female",172,70.5,23.8
"Female",162,56.9,21.7
"Female",159,65.6,25.9
"Female",172,69.6,23.5
"Female",173,75.8,25.3
"Female",165,67.1,24.6
"Female",152,48.2,20.9
"Female",169,72.8,25.5
"Female",166,71.2,25.8
"Female",164,65.1,24.2
"Female",166,74.6,27.1
"Female",166,58.5,21.2
"Female",160,60.6,23.7
"Female",165,69.7,25.6
"Female",153,52.7,22.5
"Female",152,59.4,25.7
"Female",160,58.8,23
"Female",163,70.4,26.5
"Female",159,61.7,24.4
"Female",167,62.6,22.4
"Female",151,56.6,24.8
"Female",169,74.8,26.2
"Female",154,61.1,25.8
"Female",156,55.2,22.7
"Female",166,66.3,24.1
"Female",160,62.8,24.5
"Female",165,65.2,23.9
"Female",165,68.1,25
"Female",172,69.1,23.4
"Female",151,53.2,23.3
"Female",158,60.1,24.1
"Female",157,54.9,22.3
"Female",154,50.2,21.2
"Female",161,58.9,22.7
"Female",167,70.7,25.4
"Female",171,68.8,23.5
"Female",155,59.5,24.8
"Female",155,52.8,22
"Female",164,62.2,23.1
"Female",172,73.4,24.8
"Female",169,61.5,21.5
"Female",149,47.1,21.2
"Female",162,63.4,24.2
"Female",172,70.6,23.9
"Female",157,46.1,18.7
"Female",160,51.1,20
"Female",157,60.2,24.4
"Female",151,48.9,21.4
"Female",160,54.6,21.3
"Female",165,68.8,25.3
"Female",164,65.5,24.4
"Female",157,57.6,23.4
"Female",166,58.4,21.2
"Female",163,63,23.7
"Female",162,64,24.4
"Female",165,68.4,25.1
"Female",163,66,24.8
"Female",163,69.4,26.1
"Female",164,65.8,24.5
"Female",170,70.5,24.4
"Female",156,47.6,19.6
"Female",168,68.8,24.4
"Female",168,73.3,26
"Female",173,77.5,25.9
"Female",157,58.3,23.7
"Female",165,61.3,22.5
"Female",149,51.1,23
"Female",156,57.2,23.5
"Female",173,73,24.4
"Female",168,63.3,22.4
"Female",169,72.2,25.3
"Female",162,64.6,24.6
"Female",161,58.6,22.6
"Female",170,71.9,24.9
"Female",169,73.8,25.8
"Female",171,70.3,24
"Female",163,61.8,23.3
"Female",160,55.4,21.6
"Female",155,51.3,21.4
"Female",158,61.8,24.8
"Female",159,55.2,21.8
"Female",163,61.7,23.2
"Female",162,66,25.1
"Female",161,60.3,23.3
"Female",160,63.3,24.7
"Female",179,82.1,25.6
"Female",176,74.3,24
"Female",163,64.7,24.4
"Female",165,68.3,25.1
"Female",166,66.1,24
"Female",175,79.8,26.1
"Female",165,68,25
"Female",166,65.1,23.6
"Female",156,58.8,24.2
"Female",170,78.4,27.1
"Female",157,57.4,23.3
"Female",160,63.2,24.7
"Female",146,44.5,20.9
"Female",167,64.8,23.2
"Female",157,62.2,25.2
"Female",163,56.7,21.3
"Female",164,61.4,22.8
"Female",146,40.6,19
"Female",157,46.5,18.9
"Female",153,51.9,22.2
"Female",163,63.3,23.8
"Female",172,71.8,24.3
"Female",169,73.9,25.9
"Female",152,53.4,23.1
"Female",154,55.6,23.4
"Female",160,56.4,22
"Female",175,78.6,25.7
"Female",174,76.9,25.4
"Female",152,53.7,23.2
"Female",164,58.2,21.6
"Female",160,62.1,24.3
"Female",171,73.6,25.2
"Female",183,87.3,26.1
"Female",163,63.2,23.8
"Female",164,61.5,22.9
"Female",159,57.1,22.6
"Female",168,62.4,22.1
"Female",160,67.5,26.4
"Female",163,62.3,23.4
"Female",162,58.6,22.3
"Female",158,49.1,19.7
"Female",164,64.1,23.8
"Female",157,62,25.2
"Female",158,66.6,26.7
"Female",158,59.9,24
"Female",155,49.6,20.6
"Female",161,64,24.7
"Female",148,50,22.8
"Female",155,51.2,21.3
"Female",152,46.8,20.3
"Female",154,62,26.1
"Female",168,69.2,24.5
"Female",176,76.3,24.6
"Female",169,69.4,24.3
"Female",159,57.4,22.7
"Female",163,60.2,22.7
"Female",174,74,24.4
"Female",159,53.1,21
"Female",168,66.5,23.6
"Female",151,52.3,22.9
"Female",160,59.7,23.3
"Female",160,61.5,24
"Female",176,68.6,22.1
"Female",160,59.9,23.4
"Female",158,46.8,18.7
"Female",158,56.6,22.7
"Female",162,57.8,22
"Female",163,60.9,22.9
"Female",162,66,25.1
"Female",171,68.3,23.4
"Female",158,45.9,18.4
"Female",153,50.5,21.6
"Female",164,57.8,21.5
"Female",164,65.5,24.4
"Female",155,63.2,26.3
"Female",169,69.4,24.3
"Female",176,78.1,25.2
"Female",158,59.4,23.8
"Female",157,52.8,21.4
"Female",164,63,23.4
"Female",168,74.3,26.3
"Female",168,58.2,20.6
"Female",155,59.1,24.6
"Female",162,66.4,25.3
"Female",160,57.2,22.3
"Female",162,57.6,21.9
"Female",158,53.8,21.6
"Female",160,59.8,23.4
"Female",154,54.1,22.8
"Female",141,38.8,19.5
"Female",165,66.5,24.4
"Female",156,56.9,23.4
"Female",154,52.4,22.1
"Female",156,57.9,23.8
"Female",172,71.5,24.2
"Female",170,71.5,24.7
"Female",167,66.8,24
"Female",161,62,23.9
"Female",170,73.8,25.5
"Female",165,67.9,24.9
"Female",168,66.2,23.5
"Female",164,59.7,22.2
"Female",169,69.9,24.5
"Female",159,59.8,23.7
"Female",154,54.7,23.1
"Female",160,58.3,22.8
"Female",172,70.7,23.9
"Female",168,75.6,26.8
"Female",159,56.6,22.4
"Female",162,66.5,25.3
"Female",168,70.5,25
"Female",157,52.9,21.5
"Female",154,51.9,21.9
"Female",164,58.4,21.7
"Female",168,64,22.7
"Female",153,46.4,19.8
"Female",172,72.2,24.4
"Female",168,71,25.2
"Female",171,77.2,26.4
"Female",165,71.1,26.1
"Female",157,61.1,24.8
"Female",168,70.3,24.9
"Female",168,63.4,22.5
"Female",164,65.3,24.3
"Female",163,62.9,23.7
"Female",163,53,19.9
"Female",167,67.3,24.1
"Female",164,60.5,22.5
"Female",151,52.7,23.1
"Female",180,83.9,25.9
"Female",169,71,24.9
"Female",160,55.7,21.8
"Female",156,53.8,22.1
"Female",180,87.6,27
"Female",165,60.1,22.1
"Female",161,64.9,25
"Female",170,72.1,24.9
"Female",159,62.3,24.6
"Female",154,53.6,22.6
"Female",155,46.3,19.3
"Female",170,66.9,23.1
"Female",163,65.9,24.8
"Female",170,69.7,24.1
"Female",156,67.3,27.7
"Female",176,76.7,24.8
"Female",180,88,27.2
"Female",158,55.1,22.1
"Female",159,55.7,22
"Female",163,63,23.7
"Female",160,66.9,26.1
"Female",164,61.5,22.9
"Female",155,59.8,24.9
"Female",159,56.5,22.3
"Female",154,51.3,21.6
"Female",170,69.5,24
"Female",161,58.3,22.5
"Female",167,63.3,22.7
"Female",172,71.3,24.1
"Female",156,53.2,21.9
"Female",167,64.9,23.3
"Female",160,54.4,21.2
"Female",165,54.9,20.2
"Female",174,74.2,24.5
"Female",171,75.6,25.9
"Female",148,41.7,19
"Female",172,72.6,24.5
"Female",173,81.1,27.1
"Female",170,64.8,22.4
"Female",158,62.9,25.2
"Female",161,55.4,21.4
"Female",169,71.6,25.1
"Female",155,54.2,22.6
"Female",169,67.3,23.6
"Female",154,52.6,22.2
"Female",161,67.6,26.1
"Female",166,65.3,23.7
"Female",169,66.8,23.4
"Female",159,56.1,22.2
"Female",156,59.5,24.4
"Female",165,66.6,24.5
