"country","cur_name","cur_code","city","urban_class","wage_eur","cap_eur","cap_index","milk_eur"
"Hungary","Forint","HUF","","Urban",6.22240823,3.42643625,0.550660792951542,1.23
"Germany","Euro","EUR","Hagen","Urban",20,3.2,0.16,1.35
"Germany","Euro","EUR","Hannover","Urban",16,3.2,0.2,1.35
"Netherlands","Euro","EUR","Den Burg","Rural",16.4,3.2,0.195121951219512,1.35
"Slovakia","Euro","EUR","Bratislava","Urban",8,3.2,0.4,1.11
"Latvia","Euro","EUR","Riga","Urban",6.7,3.2,0.477611940298507,1.26
"Portugal","Euro","EUR","Porto","Urban",5,3.2,0.64,1.1
"Bulgaria","Euro","EUR","Sofia","Urban",5.2,3.2,0.615384615384615,1.86
"Bulgaria","Euro","EUR","Sofia","Suburban",5.6,3.2,0.571428571428572,1.86
"Germany","Euro","EUR","Munich","Urban",11.5,3.2,0.278260869565217,1.35
"Germany","Euro","EUR","Munich","Urban",15,3.2,0.213333333333333,1.35
"Germany","Euro","EUR","Schwäbisch Hall","Urban",18,3.2,0.177777777777778,1.35
"Bulgaria","Euro","EUR","Sofia","Urban",6,3.2,0.533333333333333,1.86
"Greece","Euro","EUR","Patras","Urban",5,3.2,0.64,1.75
"Lebanon","US dollar","USD","Jal El Dib","Urban",3.270825,3.227214,0.986666666666667,NA
"Canada","Canadian Dollar","CAD","Ottawa","Urban",11.36290625,3.162935,0.278356164383562,2.24
"Australia","Australian Dollar","AUD","Sydney","Urban",18.8318715,3.288597,0.174629324546952,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",18.6147,3.288597,0.176666666666667,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",19.3530831,3.288597,0.169926258416159,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",15.51225,3.288597,0.212,1.77
"UK","Pound Sterling","GBP","Kelso","Rural",9.9643964,3.20117875,0.321261682242991,1.69
"UK","Pound Sterling","GBP","Bristol","Suburban",14.667219,3.20117875,0.218253968253968,1.69
"South Korea","Won","KRW","Songdo-dong","Urban",7.5403188,3.45597945,0.458333333333333,2.13
"Bulgaria","Euro","EUR","Rouse","Urban",3.8,3.17,0.83421052631579,1.86
"USA","US dollar","USD","rutland","Urban",19.18884,3.183603,0.165909090909091,1.06
"USA","US dollar","USD","Richmond, VA",NA,13.475799,3.183603,0.236245954692557,1.06
"Australia","Australian Dollar","AUD","","Suburban",14.27127,3.2575725,0.228260869565217,1.77
"Canada","Canadian Dollar","CAD","Hamilton","Urban",11.829875,3.113125,0.263157894736842,2.24
"Canada","Canadian Dollar","CAD","Shawinigan","Urban",28.018125,3.113125,0.111111111111111,2.24
"Canada","Canadian Dollar","CAD","Kingston","Suburban",9.339375,3.113125,0.333333333333333,2.24
"Canada","Canadian Dollar","CAD","Fonthill, Ontario","Suburban",12.4525,3.113125,0.25,2.24
"Canada","Canadian Dollar","CAD","Vancouver","Suburban",11.20725,3.113125,0.277777777777778,2.24
"Canada","Canadian Dollar","CAD","Fredericton","Urban",13.075125,3.113125,0.238095238095238,2.24
"Canada","Canadian Dollar","CAD","Cambridge","Suburban",13.075125,3.113125,0.238095238095238,2.24
"Canada","Canadian Dollar","CAD","Tantramar","Rural",11.20725,3.113125,0.277777777777778,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",12.4525,3.113125,0.25,2.24
"Canada","Canadian Dollar","CAD","London","Urban",12.4525,3.113125,0.25,2.24
"Canada","Canadian Dollar","CAD","Vancouver","Urban",16.18825,3.113125,0.192307692307692,2.24
"Canada","Canadian Dollar","CAD","Vancouver","Urban",12.1411875,3.113125,0.256410256410256,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",9.339375,3.113125,0.333333333333333,2.24
"Canada","Canadian Dollar","CAD","Winnipeg","Urban",9.962,3.113125,0.3125,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",11.20725,3.113125,0.277777777777778,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",10.8959375,3.113125,0.285714285714286,2.24
"Canada","Canadian Dollar","CAD","Kenora","Rural",13.075125,3.113125,0.238095238095238,2.24
"Canada","Canadian Dollar","CAD","Vancouver","Urban",10.833675,3.113125,0.28735632183908,2.24
"Canada","Canadian Dollar","CAD","Waterloo ontario","Urban",13.72888125,3.113125,0.226757369614512,2.24
"Mexico","Mexican Peso","MXN","México city","Urban",2.2829337,3.2975709,1.44444444444444,1.74
"Mexico","Mexican Peso","MXN","CDMX","Urban",3.1220386644,3.2975709,1.05622359441014,1.74
"Mexico","Mexican Peso","MXN","Puebla","Urban",2.0292744,3.2975709,1.625,1.74
"Mexico","Mexican Peso","MXN","Mexicali",NA,2.0292744,3.2975709,1.625,1.74
"Mexico","Mexican Peso","MXN","Axtla de Terrazas","Rural",2.7902523,3.2975709,1.18181818181818,1.74
"Romania","Romanian Leu","RON","Bucharest","Urban",4.7489,3.039296,0.64,1.58
"Romania","Romanian Leu","RON","Bucharest","Urban",8.54802,3.039296,0.355555555555556,1.58
"Romania","Romanian Leu","RON","Cluj-Napoca","Urban",2.089516,3.039296,1.45454545454545,1.58
"Romania","Romanian Leu","RON","Bucharest","Urban",5.69868,3.039296,0.533333333333333,1.58
"Romania","Romanian Leu","RON","Bucharest","Urban",2.469428,3.039296,1.23076923076923,1.58
"Romania","Romanian Leu","RON","Brasov","Urban",3.79912,3.039296,0.8,1.58
"Canada","Canadian Dollar","CAD","Toronto","Suburban",11.2695125,3.1006725,0.275138121546961,2.24
"Australia","Australian Dollar","AUD","Moonah","Suburban",19.85568,3.226548,0.1625,1.77
"Australia","Australian Dollar","AUD","Brisbane","Suburban",21.71715,3.226548,0.148571428571429,1.77
"Australia","Australian Dollar","AUD","Geelong","Suburban",17.870112,3.226548,0.180555555555556,1.77
"Australia","Australian Dollar","AUD","Lismore","Suburban",20.600268,3.226548,0.156626506024096,1.77
"Australia","Australian Dollar","AUD","Sunshine Coast","Suburban",21.71715,3.226548,0.148571428571429,1.77
"Australia","Australian Dollar","AUD","Perth","Urban",20.0480319,3.226548,0.160940885174868,1.77
"Australia","Australian Dollar","AUD","Newcastle, NSW",NA,10.982673,3.226548,0.293785310734463,1.77
"UK","Pound Sterling","GBP","Birmingham","Urban",15.0164385,3.1429755,0.209302325581395,1.69
"UK","Pound Sterling","GBP","Cheltenham","Suburban",15.132845,3.1429755,0.207692307692308,1.69
"Turkey","Turkish Lira","TRY","Ankara","Urban",5.3595,2.8584,0.533333333333333,1.05
"Turkey","Turkish Lira","TRY","Ordu","Urban",2.89413,2.8584,0.987654320987654,1.05
"Turkey","Turkish Lira","TRY","Istanbul","Urban",3.573,2.8584,0.8,1.05
"New Zealand","New Zealand Dollar","NZD","Wellington","Urban",12.64666,3.08698,0.244094488188976,NA
"Chile","Chilean Peso","CLP","Santiago","Urban",2.275,3.003,1.32,1.19
"Canada","Canadian Dollar","CAD","Vancouver","Urban",11.11385625,3.08199375,0.277310924369748,2.24
"Canada","Canadian Dollar","CAD","Bradford",NA,10.584625,3.08199375,0.291176470588235,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",13.69775,3.08199375,0.225,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",11.05159375,3.08199375,0.27887323943662,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",10.9582,3.08199375,0.28125,2.24
"Russia","Russian Ruble","RUB","Moscow","Urban",3.726864,3.002196,0.805555555555556,1.18
"Chile","Chilean Peso","CLP","San Pedro de la Paz","Urban",3.0303,2.9939,0.987987987987988,1.19
"Bulgaria","Euro","EUR","Plovdiv","Urban",4.05,3.1,0.765432098765432,1.86
"Germany","Euro","EUR","Weimar","Urban",14.5,3.1,0.213793103448276,1.35
"Argentina","Argentine Peso","ARS","Bariloche","Urban",2.5784456832,2.888044,1.12007168458781,1.41
"Argentina","Argentine Peso","ARS","La Plata","Urban",2.0216308,2.888044,1.42857142857143,1.41
"Argentina","Argentine Peso","ARS","Ciudad Autónoma de Buenos Aires","Urban",3.0520848992,2.888044,0.946252838758516,1.41
"Argentina","Argentine Peso","ARS","Córdoba","Urban",0.92417408,2.888044,3.125,1.41
"Hungary","Forint","HUF","Budapest","Urban",6.8528725,3.2893788,0.48,1.23
"Hungary","Forint","HUF","Pécs","Urban",4.90665671,3.2893788,0.670391061452514,1.23
"Hungary","Forint","HUF","Budapest","Urban",6.0305278,3.2893788,0.545454545454545,1.23
"Canada","Canadian Dollar","CAD","Vancouver","Urban",11.20725,3.03841,0.271111111111111,2.24
"Canada","Canadian Dollar","CAD","Mont-Tremblant, Québec","Suburban",11.36290625,3.03841,0.267397260273973,2.24
"Czechia","Czech Koruna","CZK","Brno","Urban",6.778695,3.081225,0.454545454545455,1.2
"Czechia","Czech Koruna","CZK","Vyškov","Suburban",6.16245,3.081225,0.5,1.2
"Czechia","Czech Koruna","CZK","Brno","Suburban",6.16245,3.081225,0.5,1.2
"Czechia","Czech Koruna","CZK","Olomouc","Urban",5.75162,3.081225,0.535714285714286,1.2
"Czechia","Czech Koruna","CZK","Brno","Urban",6.16245,3.081225,0.5,1.2
"Czechia","Czech Koruna","CZK","Prague","Urban",4.51913,3.081225,0.681818181818182,1.2
"Czechia","Czech Koruna","CZK","Prague","Urban",8.2166,3.081225,0.375,1.2
"Czechia","Czech Koruna","CZK","Brno","Suburban",5.546205,3.081225,0.555555555555556,1.2
"Czechia","Czech Koruna","CZK","Chrudim","Urban",5.75162,3.081225,0.535714285714286,1.2
"Czechia","Czech Koruna","CZK","Bořetice","Rural",6.16245,3.081225,0.5,1.2
"Czechia","Czech Koruna","CZK","Olomouc","Urban",5.957035,3.081225,0.517241379310345,1.2
"Czechia","Czech Koruna","CZK","Prague","Suburban",7.682521,3.081225,0.401069518716578,1.2
"Czechia","Czech Koruna","CZK","Olomouc",NA,5.957035,3.081225,0.517241379310345,1.2
"Czechia","Czech Koruna","CZK","Brno","Urban",6.57328,3.081225,0.46875,1.2
"UK","Pound Sterling","GBP","Cheltenham","Suburban",15.132845,3.08477225,0.203846153846154,1.69
"Malaysia","Malaysian Ringgit","MYR","Kuala Lumpur","Urban",2.5631388,2.9903286,1.16666666666667,1.9
"Malaysia","Malaysian Ringgit","MYR","Kuala Lumpur","Urban",3.336352338,2.9903286,0.89628681177977,1.9
"Malaysia","Malaysian Ringgit","MYR","Kuala Lumpur","Urban",2.135949,2.9903286,1.4,1.9
"Malaysia","Malaysian Ringgit","MYR","Petaling Jaya","Suburban",2.135949,2.9903286,1.4,1.9
"Canada","Canadian Dollar","CAD","Calgary","Suburban",10.584625,3.01973125,0.285294117647059,2.24
"Canada","Canadian Dollar","CAD","Halifax","Urban",10.59085125,3.01973125,0.285126396237507,2.24
"Hungary","Forint","HUF","Pécs","Urban",4.9340682,3.256485012,0.66,1.23
"Poland","Zloty","PLN","Lublin","Urban",4.812885,2.979405,0.619047619047619,1.05
"Poland","Zloty","PLN","Katowice","Urban",7.196409,2.979405,0.414012738853503,1.05
"Poland","Zloty","PLN","Gdynia","Urban",8.021475,2.979405,0.371428571428571,1.05
"Poland","Zloty","PLN","Lubliniec","Urban",4.5837,2.979405,0.65,1.05
"Singapore","Singapore Dollar","SGD","Singapore","Urban",9.5518808,3.0702474,0.321428571428571,3.08
"Singapore","Singapore Dollar","SGD","Singapore","Urban",10.234158,3.0702474,0.3,3.08
"Kazakstan","Tenge","KZT","Almaty","Urban",3.903226,3.29822597,0.845,1.42
"USA","US dollar","USD","Rome","Rural",6.323595,3.05277,0.482758620689655,1.06
"USA","US dollar","USD","Marion","Suburban",7.84998,3.05277,0.388888888888889,1.06
"USA","US dollar","USD","Springfield, MO","Urban",7.370259,3.05277,0.414201183431953,1.06
"USA","US dollar","USD","Northbrook","Suburban",16.0139592,3.05277,0.190631808278867,1.06
"USA","US dollar","USD","Ontario","Suburban",13.95552,3.05277,0.21875,1.06
"USA","US dollar","USD","Portland, OR","Urban",21.8055,3.05277,0.14,1.06
"Ecuador","US dollar","USD","Quito","Urban",2.442216,3.05277,1.25,1.07
"USA","US dollar","USD","Portland","Urban",19.18884,3.05277,0.159090909090909,1.06
"USA","US dollar","USD","Cincinnati","Urban",10.90275,3.05277,0.28,1.06
"Chile","Chilean Peso","CLP","Pucón","Urban",2.275,2.912,1.28,1.19
"Canada","Canadian Dollar","CAD","Vancouver","Urban",11.11385625,2.9886,0.26890756302521,2.24
"Canada","Canadian Dollar","CAD","Guelph","Suburban",10.74028125,2.9886,0.278260869565217,2.24
"New Zealand","New Zealand Dollar","NZD","Auckland","Urban",16.251456,2.9874,0.183823529411765,NA
"New Zealand","New Zealand Dollar","NZD","Auckland","Suburban",14.937,2.9874,0.2,NA
"New Zealand","New Zealand Dollar","NZD","Wellington","Urban",12.9454,2.9874,0.230769230769231,NA
"New Zealand","New Zealand Dollar","NZD","Christchurch","Urban",11.70065,2.9874,0.25531914893617,NA
"New Zealand","New Zealand Dollar","NZD","Christchurch","Urban",13.9412,2.9874,0.214285714285714,NA
"New Zealand","New Zealand Dollar","NZD","Wellington","Suburban",11.70065,2.9874,0.25531914893617,NA
"New Zealand","New Zealand Dollar","NZD","Dunedin","Urban",17.4265,2.9874,0.171428571428571,NA
"New Zealand","New Zealand Dollar","NZD","Palmerston North","Urban",13.4433,2.9874,0.222222222222222,NA
"New Zealand","New Zealand Dollar","NZD","Taupo","Urban",13.4433,2.9874,0.222222222222222,NA
"New Zealand","New Zealand Dollar","NZD","Christchurch","Urban",12.9454,2.9874,0.230769230769231,NA
"New Zealand","New Zealand Dollar","NZD","Auckland","Urban",12.4475,2.9874,0.24,NA
"Canada","Canadian Dollar","CAD","Calgary","Urban",13.59813,2.9761475,0.218864468864469,2.24
"Australia","Australian Dollar","AUD","Melbourne","Urban",20.6064729,3.10245,0.150557061126167,1.77
"Australia","Australian Dollar","AUD","Sydney","Suburban",18.6147,3.10245,0.166666666666667,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",15.51225,3.10245,0.2,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",19.23519,3.10245,0.161290322580645,1.77
"Australia","Australian Dollar","AUD","Perth","Suburban",16.0396665,3.10245,0.193423597678917,1.77
"Australia","Australian Dollar","AUD","","Rural",19.3530831,3.10245,0.160307790958641,1.77
"Australia","Australian Dollar","AUD","Cootamundra","Rural",15.51225,3.10245,0.2,1.77
"Australia","Australian Dollar","AUD","Ballarat","Rural",18.6147,3.10245,0.166666666666667,1.77
"Australia","Australian Dollar","AUD","Brisbane","Urban",21.71715,3.10245,0.142857142857143,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",19.359288,3.10245,0.16025641025641,1.77
"Australia","Australian Dollar","AUD","Sydney","Urban",17.99421,3.10245,0.172413793103448,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",19.23519,3.10245,0.161290322580645,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",22.95813,3.10245,0.135135135135135,1.77
"Australia","Australian Dollar","AUD","Perth","Suburban",21.3014217,3.10245,0.145645208272648,1.77
"Australia","Australian Dollar","AUD","Cessnock","Suburban",20.5940631,3.10245,0.150647785477554,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",20.6685219,3.10245,0.150105073551486,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",14.89176,3.10245,0.208333333333333,1.77
"Australia","Australian Dollar","AUD","Brisbane","Urban",19.85568,3.10245,0.15625,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",19.23519,3.10245,0.161290322580645,1.77
"Australia","Australian Dollar","AUD","","Rural",20.47617,3.10245,0.151515151515152,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",19.7005575,3.10245,0.15748031496063,1.77
"Australia","Australian Dollar","AUD","Brisbane","Suburban",18.6147,3.10245,0.166666666666667,1.77
"Australia","Australian Dollar","AUD","",NA,24.19911,3.10245,0.128205128205128,1.77
"Australia","Australian Dollar","AUD","Launceston","Urban",16.75323,3.10245,0.185185185185185,1.77
"Australia","Australian Dollar","AUD","Darwin","Urban",15.51225,3.10245,0.2,1.77
"Australia","Australian Dollar","AUD","Brisbane","Suburban",20.5940631,3.10245,0.150647785477554,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",18.6953637,3.10245,0.16594756057086,1.77
"Australia","Australian Dollar","AUD","Townsville","Suburban",24.8196,3.10245,0.125,1.77
"Australia","Australian Dollar","AUD","Sydney","Urban",21.71715,3.10245,0.142857142857143,1.77
"Australia","Australian Dollar","AUD","Brisbane","Suburban",16.13274,3.10245,0.192307692307692,1.77
"Australia","Australian Dollar","AUD","Sunshine Coast","Suburban",21.1897335,3.10245,0.146412884333821,1.77
"Australia","Australian Dollar","AUD","Castlemaine","Rural",21.71715,3.10245,0.142857142857143,1.77
"Australia","Australian Dollar","AUD","Gold Coast","Urban",19.23519,3.10245,0.161290322580645,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",15.4874304,3.10245,0.200320512820513,1.77
"Australia","Australian Dollar","AUD","Brisbane","Urban",20.0480319,3.10245,0.154750851129681,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",18.986994,3.10245,0.163398692810458,1.77
"Australia","Australian Dollar","AUD","","Suburban",14.147172,3.10245,0.219298245614035,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",20.7119562,3.10245,0.149790293588975,1.77
"Australia","Australian Dollar","AUD","Dunsborough","Urban",17.37372,3.10245,0.178571428571429,1.77
"Australia","Australian Dollar","AUD","","Rural",18.6147,3.10245,0.166666666666667,1.77
"Australia","Australian Dollar","AUD","Adelaide","Suburban",21.09666,3.10245,0.147058823529412,1.77
"Australia","Australian Dollar","AUD","Sydney","Suburban",22.33764,3.10245,0.138888888888889,1.77
"Australia","Australian Dollar","AUD","Hastings","Urban",18.6147,3.10245,0.166666666666667,1.77
"Australia","Australian Dollar","AUD","Townsville","Suburban",19.85568,3.10245,0.15625,1.77
"Australia","Australian Dollar","AUD","Sunshine Coast","Suburban",19.23519,3.10245,0.161290322580645,1.77
"Germany","Euro","EUR","Berlin","Urban",18.5,3,0.162162162162162,1.35
"Germany","Euro","EUR","Landau in der Pfalz","Urban",14,3,0.214285714285714,1.35
"Netherlands","Euro","EUR","Amstelveen","Suburban",9,3,0.333333333333333,1.35
"Germany","Euro","EUR","Berlin","Urban",12,3,0.25,1.35
"Germany","Euro","EUR","Wernau","Urban",14,3,0.214285714285714,1.35
"Portugal","Euro","EUR","Porto","Urban",6.63,3,0.452488687782805,1.1
"Spain","Euro","EUR","Valencia","Urban",9.38,3,0.319829424307036,1.22
"Austria","Euro","EUR","Vienna","Urban",11,3,0.272727272727273,1.74
"Bulgaria","Euro","EUR","Burgas","Urban",6,3,0.5,1.86
"Croatia","Euro","EUR","Zagreb","Urban",6.2,3,0.483870967741935,1.24
"Cyprus","Euro","EUR","Nicosia","Urban",7,3,0.428571428571429,1.89
"Greece","Euro","EUR","Mytilene","Suburban",5,3,0.6,1.75
"Greece","Euro","EUR","Arta","Suburban",5,3,0.6,1.75
"Portugal","Euro","EUR","Matosinhos","Urban",6,3,0.5,1.1
"Portugal","Euro","EUR","Lisbon","Urban",6.8,3,0.441176470588235,1.1
"Portugal","Euro","EUR","Lisbon","Urban",7,3,0.428571428571429,1.1
"Spain","Euro","EUR","Girona","Suburban",6,3,0.5,1.22
"Spain","Euro","EUR","Barcelona","Urban",9.7,3,0.309278350515464,1.22
"Germany","Euro","EUR","Jena","Urban",13.9,3,0.215827338129496,1.35
"Slovenia","Euro","EUR","Ljubljana","Urban",9,3,0.333333333333333,1.42
"Croatia","Euro","EUR","Zagreb","Urban",11,3,0.272727272727273,1.24
"Spain","Euro","EUR","Valencia","Urban",8.4,3,0.357142857142857,1.22
"Spain","Euro","EUR","Madrid","Urban",8.75,3,0.342857142857143,1.22
"Japan","Yen","JPY","Kiryu, Gunma",NA,5.80335,3.03985,0.523809523809524,1.48
"Armenia","Armenian Dram","AMD","Yerevan","Urban",3.604845,3.124199,0.866666666666667,1.62
"Canada","Canadian Dollar","CAD","Toronto","Urban",13.075125,2.95746875,0.226190476190476,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",13.69775,2.95746875,0.215909090909091,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",10.2733125,2.95746875,0.287878787878788,2.24
"USA","US dollar","USD","Santa Rosa, CA","Suburban",17.662455,3.009159,0.17037037037037,1.06
"Argentina","Argentine Peso","ARS","Buenos Aires","Urban",2.888044,2.77252224,0.96,1.41
"Canada","Canadian Dollar","CAD","Sherbrooke","Urban",10.11765625,2.93256375,0.289846153846154,2.24
"Brazil","Brazilian Real","BRL","Marilia","Urban",2.3702,3.0474,1.28571428571429,1.05
"Vietnam","Dong","VND","Ho Chi Minh city","Urban",1.0725472,3.016539,2.8125,1.49
"Hungary","Forint","HUF","Budapest","Urban",7.1269874,3.15232135,0.442307692307692,1.23
"Romania","Romanian Leu","RON","Cluj-Napoca","Urban",3.229252,2.84934,0.88235294117647,1.58
"Romania","Romanian Leu","RON","Iaşi","Urban",3.419208,2.84934,0.833333333333333,1.58
"Romania","Romanian Leu","RON","Iaşi","Urban",3.609164,2.84934,0.789473684210526,1.58
"Romania","Romanian Leu","RON","Iaşi","Urban",3.229252,2.84934,0.88235294117647,1.58
"Australia","Australian Dollar","AUD","Brisbane","Suburban",18.6147,3.040401,0.163333333333333,1.77
"Australia","Australian Dollar","AUD","Sydney","Suburban",14.89176,3.040401,0.204166666666667,1.77
"Australia","Australian Dollar","AUD","Brisbane","Urban",12.037506,3.040401,0.252577319587629,1.77
"Czechia","Czech Koruna","CZK","Prostějov","Suburban",5.135375,2.957976,0.576,1.2
"Turkey","Turkish Lira","TRY","Istanbul","Urban",2.67975,2.67975,1,1.05
"Canada","Canadian Dollar","CAD","Montréal","Urban",18.67875,2.89520625,0.155,2.24
"Canada","Canadian Dollar","CAD","Edmonton","Urban",11.10140375,2.89520625,0.260796410544027,2.24
"New Zealand","New Zealand Dollar","NZD","Auckland","Urban",12.19855,2.88782,0.236734693877551,NA
"New Zealand","New Zealand Dollar","NZD","Cambridge",NA,11.526385,2.88782,0.250539956803456,NA
"New Zealand","New Zealand Dollar","NZD","Tāmaki Makaurau (Auckland)","Suburban",12.9454,2.88782,0.223076923076923,NA
"Argentina","Argentine Peso","ARS","Mendoza","Urban",1.96386992,2.71476136,1.38235294117647,1.41
"Slovakia","Euro","EUR","Dubnica nad Váhom","Urban",5.5,2.9,0.527272727272727,1.11
"Spain","Euro","EUR","Madrid","Urban",8.75,2.9,0.331428571428571,1.22
"Spain","Euro","EUR","Ibiza","Urban",6.85,2.9,0.423357664233577,1.22
"Spain","Euro","EUR","Barcelona","Urban",5.41,2.9,0.536044362292052,1.22
"Slovakia","Euro","EUR","Trenčín","Urban",6,2.9,0.483333333333333,1.11
"Germany","Euro","EUR","Berlin","Urban",13.9,2.9,0.20863309352518,1.35
"Ireland","Euro","EUR","Cork","Suburban",13.5,2.9,0.214814814814815,1.62
"Slovakia","Euro","EUR","Bratislava","Urban",6.4,2.9,0.453125,1.11
"Spain","Euro","EUR","A Coruña","Urban",6.57,2.9,0.441400304414003,1.22
"Slovakia","Euro","EUR","Bratislava","Urban",7.2,2.9,0.402777777777778,1.11
"Spain","Euro","EUR","Madrid","Urban",7,2.9,0.414285714285714,1.22
"Spain","Euro","EUR","Madrid","Urban",9.22,2.9,0.314533622559653,1.22
"Mexico","Mexican Peso","MXN","Mérida","Urban",2.536593,3.0439116,1.2,1.74
"Mexico","Mexican Peso","MXN","Monterrey","Urban",2.63805672,3.0439116,1.15384615384615,1.74
"Mexico","Mexican Peso","MXN","Guadalajara","Urban",5.073186,3.0439116,0.6,1.74
"Canada","Canadian Dollar","CAD","Charlottetown","Urban",10.8959375,2.864075,0.262857142857143,2.24
"South Korea","Won","KRW","Seoul","Urban",6.59777895,3.1417995,0.476190476190476,2.13
"Australia","Australian Dollar","AUD","Sydney","Suburban",20.600268,2.978352,0.144578313253012,1.77
"Australia","Australian Dollar","AUD","Adelaide","Urban",19.85568,2.978352,0.15,1.77
"Serbia","Serbian Dinar","RSD","Belgrade","Urban",3.83341275,2.853762825,0.744444444444444,1.37
"Canada","Canadian Dollar","CAD","Cambridge","Urban",14.320375,2.83294375,0.197826086956522,2.24
"Canada","Canadian Dollar","CAD","Squamish","Suburban",14.16471875,2.83294375,0.2,2.24
"Canada","Canadian Dollar","CAD","Calgary","Urban",16.810875,2.83294375,0.168518518518519,2.24
"Canada","Canadian Dollar","CAD","Calgary","Urban",13.20587625,2.83294375,0.214521452145215,2.24
"Czechia","Czech Koruna","CZK","Prague","Urban",6.98411,2.87581,0.411764705882353,1.2
"Czechia","Czech Koruna","CZK","Příbram","Urban",6.57328,2.87581,0.4375,1.2
"Czechia","Czech Koruna","CZK","Ústí nad Labem","Urban",5.75162,2.87581,0.5,1.2
"Czechia","Czech Koruna","CZK","Příbram","Suburban",5.505122,2.87581,0.522388059701492,1.2
"Australia","Australian Dollar","AUD","Melbourne","Urban",20.47617,2.9473275,0.143939393939394,1.77
"USA","US dollar","USD","Saratoga","Suburban",14.82774,2.878326,0.194117647058824,1.06
"USA","US dollar","USD","Gadsden, AL",NA,11.33886,2.878326,0.253846153846154,1.06
"Spain","Euro","EUR","Las Palmas de Gran Canaria","Urban",9,2.85,0.316666666666667,1.22
"Argentina","Argentine Peso","ARS","La plata","Urban",2.888044,2.65700048,0.92,1.41
"USA","US dollar","USD","Buffalo, NY","Urban",14.82774,2.8696038,0.193529411764706,1.06
"Canada","Canadian Dollar","CAD","Canmore","Urban",11.829875,2.814265,0.237894736842105,2.24
"Malaysia","Malaysian Ringgit","MYR","Kuala Lumpur","Urban",1.9223541,2.7767337,1.44444444444444,1.9
"Canada","Canadian Dollar","CAD","Calgary","Urban",13.69775,2.8018125,0.204545454545455,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",11.331775,2.8018125,0.247252747252747,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",11.829875,2.8018125,0.236842105263158,2.24
"Canada","Canadian Dollar","CAD","Dartmouth, Nova Scotia","Urban",13.69775,2.8018125,0.204545454545455,2.24
"Canada","Canadian Dollar","CAD","Invermere","Rural",13.274365,2.8018125,0.211069418386492,2.24
"Canada","Canadian Dollar","CAD","Fredericton","Suburban",9.962,2.8018125,0.28125,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",19.07100375,2.8018125,0.146914789422135,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",12.1411875,2.8018125,0.230769230769231,2.24
"Guatemala","Quetzal","GTQ","Ciudad de Guatemala","Urban",2.440597495,2.8578425,1.17096018735363,NA
"Australia","Australian Dollar","AUD","Perth","Suburban",19.85568,2.916303,0.146875,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",21.71715,2.916303,0.134285714285714,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",24.8196,2.916303,0.1175,1.77
"Australia","Australian Dollar","AUD","Brisbane","Suburban",13.1854125,2.916303,0.221176470588235,1.77
"Hungary","Forint","HUF","Budapest","Urban",6.71581505,3.0152639,0.448979591836735,1.23
"USA","US dollar","USD","St. Paul","Urban",14.609685,2.834715,0.194029850746269,1.06
"Poland","Zloty","PLN","Łódź","Suburban",7.79229,2.75022,0.352941176470588,1.05
"Poland","Zloty","PLN","Tychy","Urban",7.33392,2.75022,0.375,1.05
"Greece","Euro","EUR","Athens","Urban",5.5,2.8,0.509090909090909,1.75
"Slovakia","Euro","EUR","Košice","Urban",5.5,2.8,0.509090909090909,1.11
"Germany","Euro","EUR","Stuttgart","Suburban",13.5,2.8,0.207407407407407,1.35
"Slovakia","Euro","EUR","Bratislava","Urban",6.4,2.8,0.4375,1.11
